00000000:Fri Feb 24 11:21:26 2006--> (ERROR) Could not create DirectSound performance object.
00000001:Fri Feb 24 11:21:26 2006--> (ERROR) Sound Driver initialization failed!
00000002:Fri Feb 24 11:21:26 2006--> (ERROR) Auto driver's init failed.
00001038:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001039:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001040:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001041:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001042:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001043:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001044:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001045:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001046:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001047:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001048:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001049:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001050:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001051:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001052:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001053:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001054:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001055:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001056:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001057:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001058:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001059:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001060:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001061:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001062:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001063:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001064:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001065:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001066:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001067:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001068:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001069:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001070:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001071:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001072:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001073:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001074:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001075:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001076:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001077:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001078:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001079:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001080:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001081:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001082:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001083:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001084:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001085:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001086:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001087:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001088:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001089:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001090:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001091:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001092:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001093:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001094:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001095:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001096:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001097:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001098:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001099:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001100:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001101:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001102:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001103:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001104:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001105:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001106:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001107:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001108:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001109:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001110:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001111:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001112:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001113:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001114:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001115:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001116:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001117:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001118:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001119:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001120:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001121:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001122:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001123:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001124:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001125:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001126:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001127:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001128:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001129:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001130:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001131:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001132:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001133:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001134:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001135:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001136:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001137:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001138:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001139:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001140:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001141:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001142:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001143:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001144:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001145:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001146:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001147:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001148:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001149:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001150:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001151:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001152:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001153:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001154:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001155:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001156:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001157:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001158:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001159:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001160:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001161:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001162:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001163:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001164:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001165:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001166:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001167:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001168:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001169:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001170:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001171:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001172:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001173:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001174:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001175:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001176:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001177:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001178:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001179:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001180:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001181:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001182:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001183:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001184:Fri Feb 24 11:22:00 2006--> (ERROR) Could not flip swap chain!
00001185:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001186:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001187:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001188:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001189:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001190:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001191:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001192:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001193:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001194:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001195:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001196:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001197:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001198:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001199:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001200:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001201:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001202:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001203:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001204:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001205:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001206:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001207:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001208:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001209:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001210:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001211:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001212:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001213:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001214:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001215:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001216:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001217:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001218:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001219:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001220:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001221:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001222:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001223:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001224:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001225:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001226:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001227:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001228:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001229:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001230:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001231:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001232:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001233:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001234:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001235:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001236:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001237:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001238:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001239:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001240:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001241:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001242:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001243:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001244:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001245:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001246:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001247:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001248:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001249:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001250:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001251:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001252:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001253:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001254:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001255:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001256:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001257:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001258:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001259:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001260:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001261:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001262:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001263:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001264:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001265:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001266:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001267:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001268:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001269:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001270:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001271:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001272:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001273:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001274:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001275:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001276:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001277:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001278:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001279:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001280:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001281:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001282:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001283:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001284:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001285:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001286:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001287:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001288:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001289:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001290:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001291:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001292:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001293:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001294:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001295:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001296:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001297:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001298:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001299:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001300:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001301:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001302:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001303:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001304:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001305:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001306:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001307:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001308:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001309:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001310:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001311:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001312:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001313:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001314:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001315:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001316:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001317:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001318:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001319:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001320:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001321:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001322:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001323:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001324:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001325:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001326:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001327:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001328:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001329:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001330:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001331:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001332:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001333:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001334:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001335:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001336:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001337:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001338:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001339:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001340:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001341:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001342:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001343:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001344:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001345:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001346:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001347:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001348:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001349:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001350:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001351:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001352:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001353:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001354:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001355:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001356:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001357:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001358:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001359:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001360:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001361:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001362:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001363:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001364:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001365:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001366:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001367:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001368:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001369:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001370:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001371:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001372:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001373:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001374:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001375:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001376:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001377:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001378:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001379:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001380:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001381:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001382:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001383:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
